Minute_1,Minute_2,Minute_3,Minute_4,Minute_5,Minute_6,Minute_7,Minute_8,Minute_9,Minute_10,Minute_11,Minute_12,Minute_13,Minute_14,Minute_15,Minute_16,Minute_17,Minute_18,Minute_19,Minute_20,Minute_21,Minute_22,Minute_23,Minute_24,Minute_25,Minute_26,Minute_27,Minute_28,Minute_29,Minute_30,Minute_31,Minute_32,Minute_33,Minute_34,Minute_35,Minute_36,Minute_37,Minute_38,Minute_39,Minute_40,Minute_41,Minute_42,Minute_43,Minute_44,Minute_45,Minute_46,Minute_47,Minute_48,Minute_49,Minute_50,Minute_51,Minute_52,Minute_53,Minute_54,Minute_55,Minute_56,Minute_57,Minute_58,Minute_59,Minute_60,Sample_Type
407.64956247614504,440.843557582528,458.92333005367936,469.6525924219723,483.79467578204833,511.54122348273097,509.3863344004371,492.59143931189334,471.8342339798285,470.82740851140863,473.76516559144665,455.4328037997418,482.867582831508,480.3490389564511,514.2350088196117,522.0619103527057,496.4689903965465,487.7467817806694,485.3225050073437,480.9460701810781,447.5410739430995,427.9723788919879,450.0490707891174,465.72524928094305,482.2566589502193,464.53276244896347,491.3117896015843,488.77930869775105,459.22966194939954,484.3027671528969,515.6274300219357,496.4017011290022,485.06381234672847,454.4685530189561,426.90757679586505,459.2707186235704,470.04361228420913,478.73381353051377,513.4093380325913,529.6758289302006,560.1130346082924,581.0667456924012,546.9718966477739,578.160958633782,573.9396683722791,566.926705582399,581.406748476818,547.8016040936369,553.3256180837017,527.7243153434401,558.5887497376586,537.2207188923013,510.243537219206,485.3439697541525,460.95948428579845,428.7929221170923,419.82258061260904,437.247358210174,430.1991863540399,412.1840442014102,In-sample
242.60847493924183,274.05759615878446,273.4252347102947,260.87014194214765,266.4481185182536,240.53952978511902,273.83449701901657,299.4957149122613,307.50027622301116,338.5072953698269,318.6297429227105,331.1935882921578,302.71382755904403,308.9192915620175,290.2910391479921,257.0731937371295,266.5788162755264,270.81128844873615,242.23751295905328,239.9972999248564,255.8070060082394,244.07307767452505,242.0422583857712,256.8617290533033,283.7671730375369,318.6830874489831,312.44439231014013,338.7172870451377,305.1206320549876,317.9589642953737,346.55421179635067,347.9963698807301,353.78573253556715,384.53973031501124,412.2483858077109,439.0138933979127,440.0045851529177,406.90720356862386,387.9532879897256,414.8503265390574,442.1881062793241,463.0369092669298,437.01397527326026,460.23996148345793,451.35214197521043,431.2976707735284,433.4585202068626,450.97329991301586,446.2656516142005,416.9349232850367,449.50834160315765,440.8765139877105,469.5617172953404,480.3779801104919,472.04044069069244,481.8228856459116,510.80148278629645,530.2393486450228,536.3045841104299,522.9984186770786,In-sample
480.4700670437451,504.37676899092526,533.858908232426,515.638554265756,486.00669424783865,486.7540923507943,478.631845258621,507.4526321628003,514.456486846788,539.2784766902915,537.695527403561,538.7721239339264,551.037793245368,547.679258339255,554.6221093667377,530.2351590045796,531.6042556258467,559.6153524376218,578.4409486781616,548.9231262339591,571.9299074411346,550.9667708879844,565.3243173331136,544.0050159851629,540.924974448027,527.233596413794,493.4587727142566,485.7918294746356,516.4791264158893,482.94806382089286,504.7009178535473,512.1850605106038,527.9949750866045,514.9737296337347,495.6882673515262,501.8035914496958,503.96187069671714,532.2183486805358,540.4425486823137,518.5453313849674,486.84489733393207,488.52482824934174,498.50247360005284,480.3351829639583,445.9736852110557,433.70204379534994,452.4498244136725,423.6811131561328,424.7941991112131,451.71590956867135,422.88242566291524,414.8796823411267,412.5336787104509,444.41341001863384,412.76146492451545,410.6023476423655,419.81826626971053,390.3708440169879,384.35377044979134,371.51993223426484,In-sample
224.98423541602955,243.23450676119649,271.0152648733967,298.1412778932406,330.68355618377836,329.0149055141884,304.49576326186224,278.31746076089956,243.63213095320134,226.20361652299653,235.37227173960827,229.27875806521587,225.26274115272528,253.66922245496298,273.81839159067084,272.0224957974023,263.86816067078996,292.93715615052497,304.48914898651765,271.42209364562217,266.90508161120374,250.0663559382813,279.29242209239,251.0395108675712,229.21140270514138,237.25246924367056,244.88818716266357,242.8024746892909,269.4977299427243,255.78196451327634,250.2215686980465,224.58845134123683,230.71350421861285,251.3539499397145,283.39480838827774,248.97426930096566,262.7675543051773,252.39313067729293,230.04856355566523,221.2447547209744,240.23567415669376,235.7091983230379,269.67658821110933,251.69946088378705,222.13400590437982,250.0367712576488,274.8464448087114,243.5290794934834,272.0132778566106,238.58257264450882,221.3664612032514,246.75056695809928,259.0129770748707,254.66580357794038,284.983990503601,302.2541312984244,284.1612685599366,270.8563972841812,275.3111525321855,278.24012614662274,In-sample
454.36484242169496,488.0581558530913,486.7643349518782,491.7152464449765,491.08913328599056,514.6551782257172,521.2021318315797,490.08473469830636,500.17838552721594,495.5912973894976,481.8627658556708,501.150585918613,478.04655833525993,462.9558638339156,475.76885552058576,465.2749585679061,436.1066091167901,422.7070276186877,389.7642684104921,386.1387240023025,409.78969606766077,443.0509301683227,422.6896851112923,445.93162434155204,448.2856191270886,437.4560819391266,439.5329762742622,436.2714197426575,433.750257807009,444.2081885176516,436.5035904241449,413.4126910150214,436.840936664574,402.77936539750436,418.7576857128461,433.17279747947504,445.67395910362006,446.85251740184935,413.9592074453078,420.66178412803225,406.8430439594374,400.298067551104,383.2890194469891,403.66295430159045,397.53874342709304,412.55328496145853,422.17356432339466,434.6448975953614,435.7340776035739,405.7674337720779,419.80704374387335,448.6212887707432,436.5837960085599,412.5809265554444,444.9372846250359,435.11712600479456,455.9630488297003,436.1098272402867,403.3498411420003,410.97279416178094,In-sample
282.5991801485129,250.77350611346077,280.67005982327635,285.12928740088705,272.04636507255793,278.8515510187619,298.48429999490503,314.1274400380757,313.27505120340885,304.6072237723778,328.1434805019457,357.0203029419326,325.11514189913964,311.5421084169042,325.69542595690723,297.0142245933134,282.1880425534702,269.96703462343123,235.15500143016726,241.87597522615837,257.9091963864772,282.43698616900673,261.06063726512735,256.5897061207071,243.29229277070726,260.9426380507373,248.81283810695427,224.93535927058582,229.23461905102522,255.48573915773332,272.65204991752364,301.02587361120766,310.2767096993537,328.53862761572077,306.0660133139292,322.0457460157923,317.4290673183132,321.02116547810687,346.3525492856699,320.31108019655113,310.37651104074973,292.9469006810918,258.38105256680905,282.70489850698874,284.6568289807976,268.9943550267625,280.503279592271,275.1854646191681,240.51318450585742,255.291847124974,273.7711739573363,283.9006911856119,286.44380443634816,268.20138735814453,260.8383537893819,288.9678265342181,291.26983169056547,316.1776019500512,299.27941009655507,304.1640321332153,In-sample
531.3597263535893,506.4981864457273,478.49801917444023,503.7350626344612,481.1992710318359,487.0200321106288,456.65203606679995,421.89378387608815,439.9524551716405,462.62975006896465,483.67406574830767,466.35863672710514,433.04637479511007,408.3620305520861,425.1965929344448,409.59939756533515,397.68047918492476,372.3792666236989,382.386114723753,364.6817926125425,398.16317480489903,403.9211962411157,385.02560355929324,366.35992842215785,397.81123650020356,392.2808716284611,362.80343019512475,369.6787578683676,334.98794639856186,356.2122919862776,352.24024412165585,357.63917967420406,353.3880406235471,326.89917293431586,309.62135817924315,286.7253200318298,281.35808963584145,302.5434507678309,325.40864925436546,294.6262650382136,270.8385221847199,238.25690716193,251.1319012741287,228.5148375396781,231.21314265163022,237.34957063144432,241.66752292288456,264.01159930411575,246.42831201816603,223.78373640480064,223.37005673754007,256.43881523939,234.9641218216456,265.6335173555691,249.22432342964916,240.39717313211443,220.89327252467615,236.51355187422462,234.46145819364278,234.11972273714377,In-sample
576.7817014333466,557.1130256265383,573.6179077398954,577.3439389328273,599.6847433380773,573.2980751537796,549.9790162358786,578.7381252058576,557.3872893472434,569.6565588101527,579.7764896260785,556.1637949486105,541.6353941614276,559.2552692539662,526.8792360825792,531.299873634495,563.6658688898693,529.5691111851529,520.7849011313139,529.4996073039758,495.9670797515247,515.884559166963,495.11688866998577,489.1579694926835,464.0550056472772,458.1151913842094,491.68773649740024,458.544941248058,440.3577917883688,434.5496713747174,420.25321327597015,442.26383730044904,413.489722582981,409.7667516220156,420.3351332658784,399.57932331986416,411.0768131051506,392.7066387008806,399.8926906030836,431.7986268034731,429.2384778720008,436.08493234773925,470.1637429124634,484.80768428417366,500.57954189272465,473.8059093171438,476.855996540763,500.14577024332,524.8984488250287,527.3068905553876,538.4928750982613,510.5700292804323,510.9086808368054,510.37210184151223,510.1202848552972,501.83712820262355,487.18903917969584,508.7086863884672,533.004462516772,566.3671182924762,In-sample
496.93883910933863,497.0028046334626,498.97638483952164,500.80583517605805,504.1719101226149,531.0985348052169,527.0365586530402,524.126089242544,542.5572542723988,573.772553610173,569.7295921988509,590.1685824552429,559.3189936776869,543.8298975918066,539.3206006122233,552.1607974891991,581.3323297862745,599.6056427744203,595.6470374814602,590.0279517739206,556.9880028845819,523.2155169977013,517.8717675684624,503.458351247632,508.7146956701569,487.0067238122678,515.402627549671,510.40502934710105,493.5044958220962,510.3954943905054,493.6672536529581,492.82510156183827,465.3516493457734,460.41628513165296,448.3105850455438,430.2629486348016,449.82778075163003,466.13681783052095,477.47890279874525,510.9069212940023,507.032346674671,478.1140987242481,510.8494794855076,521.6966102143765,531.0098303426862,500.3556793718346,483.06860446093657,448.1286929308685,434.1522693463332,457.07229335622276,435.6577634777833,462.9514758134302,477.4002258214484,492.74935580732637,518.5236747536973,540.0859981485761,510.6112308020578,520.5172455175468,534.6750728452628,505.60795285423086,In-sample
560.2933961711092,545.4701550881645,566.1813691152968,542.4097209104984,570.0258710152352,567.0828761133263,554.0718031031788,541.2002898796646,520.6910114308346,542.3321256093177,507.90309011769887,503.46812836954996,532.6735792663073,498.4686524619241,492.6255889660158,522.6448842353543,531.1509047917327,528.4102857314573,518.0480298202463,508.9406809499204,495.70489836767734,462.8710633681393,458.5741398361298,429.8032765184072,402.9859734533746,419.6384115067974,446.56979264956743,477.42036942153527,483.61568808601123,485.80686230315234,492.1954455984505,486.2285625840848,453.7078923242488,463.7820699329613,450.3675856325008,439.8539159094699,469.6059666859364,452.1428032236438,419.98283903352655,436.34688784161466,406.1694305095133,407.3780652629574,403.26111689076856,426.6716015083018,398.54988275755267,404.68491461205923,411.91499757996814,440.0982689770726,473.515996446031,507.83520109648146,490.8241910276366,482.353295963352,452.55970702067305,440.96108430839524,457.11690109421227,472.8666606416103,489.38144719607703,486.9487981168995,478.6998263095977,509.92508851679213,In-sample
377.22111131674694,406.2562498838597,433.8128110985714,412.44571902603724,434.16903540052425,440.61374105733216,460.4160696940859,432.32146535768965,443.7066768761954,468.27412528396076,461.59899397665845,428.54229199095687,420.0017159204845,436.19350130978694,452.2165738894662,447.6517615215931,473.4135026816898,463.01659150692075,475.610433819279,480.5677400902834,491.6057706857148,482.70398026769607,448.6159797089717,447.0240977996278,449.4317136244656,470.76158800895377,501.7348378661834,486.68933081382767,474.9253465048825,475.5036382005809,498.43202709923673,518.0550945934422,518.8131363594777,551.3683447828143,556.4996660111692,570.5669258532731,550.0067604644751,527.295158483958,549.1942443575525,577.8944769586374,556.2161615081762,588.1202831472112,566.1415685987741,545.8699950457931,512.2555820740247,482.9123880836865,454.40498427082906,470.8629183543395,467.2362768409581,466.5958145455721,494.4369289746821,490.71639847318085,484.3836455099587,477.2569304221397,469.2261818844096,484.0030200672806,459.1702302730966,439.46444873397684,413.37762905721837,432.7893635037306,In-sample
226.96119124493995,236.71794144585476,268.00745749018074,260.4936272794638,279.8439055543713,245.1202812301799,259.29728644512716,246.57119542146472,247.20131008581555,235.33995372714537,223.17847401903452,223.3275943662068,238.54176607652062,266.96474353501014,273.6020524908068,241.56820340731366,231.9967272378497,227.94922600232283,240.10259251022325,252.32267427840594,259.46587688232813,236.81554237835346,261.5830501957519,272.2004793315113,238.7653706237915,260.41385478951054,287.87519524632313,306.0264264869123,333.3869796963563,364.091601264204,346.58183129996866,334.2011951151308,307.7166352644565,327.035636599949,345.13581675412803,321.21734085446,344.6229484436443,342.17077321969134,312.80958375210514,280.02965533834674,290.92549395889114,293.3389658354318,291.4280581507035,286.38791976927223,309.16313505886666,287.14389289247873,310.18383819351925,319.6778085909859,326.3318726810054,299.83605644620343,286.0105592848666,272.00082452343736,284.60310647628194,299.69828142958437,299.5678834830011,325.6062282233669,360.2995050635913,367.58869195369425,353.8826737674955,387.2574770769987,In-sample
488.77062588802966,480.6080571123801,468.19261186438104,446.62906883651027,432.84779596288223,434.376253707266,423.74974933694375,399.0551331627381,390.6901690287333,415.4618631667905,409.7605932821904,403.83597419139653,411.12425231376704,427.69159548013977,443.668559790366,421.31133586028295,443.1476666842653,422.58494248728795,433.4296226440531,433.61075021211576,403.7382697631085,399.48835849706495,413.201764961666,423.04354607585384,426.22248288878006,396.09462626386136,376.5967394155061,349.77657588071054,350.55058994058993,334.524077441235,369.35491091795876,341.2230590231601,321.2550550362761,308.499783620184,303.55806911616867,289.83550792589034,278.7400732214236,250.9694632744941,242.00360066028935,267.70005112474774,275.8206115116837,250.45271644655645,241.33006840616625,250.65055383160538,238.90634728461072,231.46379505919487,238.772215990873,257.59136416129934,283.5732831988878,277.0624387284216,276.06255218204103,289.9844053179904,266.0951036467279,280.49785482520565,254.77651784095315,257.4019729879998,238.03692584918713,265.9914883905908,269.72266319510925,248.7546822921303,In-sample
505.8544286972598,491.78678107578696,463.2263122572866,441.9152076936953,471.99993597613644,481.4874467527032,481.6431912722402,469.9304920628766,499.96895421703994,506.06093141858344,493.7368405281834,481.08133356591856,492.940629841115,512.4526487247629,479.20137836254133,478.452552331652,482.1726635478142,516.0952030706518,513.2318885401597,529.1759451787664,540.5740643241334,544.144981132783,536.7121986278553,539.223677326182,521.7195556549177,544.6996848599399,513.6005459094043,480.40034615570926,506.11811884276267,482.7376517852246,460.3771398753041,439.58346450094325,450.0456658435415,428.76743979170743,407.3500637941954,411.4426895181991,433.7603090115979,458.01918755626014,492.4764415551925,470.86345625375293,461.58825093900276,427.70250303466315,422.81117344562307,413.77698160253607,384.6496934121462,354.1094375265758,370.1517656984207,350.65897724515247,376.08383246042973,348.2316996326593,343.30622221087026,360.31558399489137,363.0296708081763,369.780505339624,351.05777260908746,329.0277485659976,336.59641675642877,362.1829942463344,371.5794773058577,362.2969250905879,In-sample
440.1087888237438,455.16858395792724,435.52214772795037,440.59622496754565,444.622614171862,432.62859292160533,441.2909249673188,439.56566231784234,451.38920793203636,464.6089995203638,442.7154296285749,447.40798919217673,477.7709789871821,485.7982326667806,512.0309674812518,499.590697194791,504.9026992672945,503.34822810126565,480.62747339799296,475.8914080563063,462.20407721099235,479.7774310403621,500.05951964775767,527.0632616144098,561.9397738639994,588.3023592453115,568.4511984556449,551.32140217752,578.5423429621193,571.0075996564085,545.834078116748,565.1813264929259,584.8909343533079,570.6406762870092,590.3100250364838,557.1578385162726,533.164822110816,541.538428778549,530.2258955610328,520.4149363162848,539.8649005985147,527.098387380441,548.50795735111,550.261920699004,551.3445009432468,539.0820157493766,560.1096963984461,588.8373133716856,599.2789347083716,565.7146615014262,562.409324010551,573.6707251919296,582.8500506781326,599.3117601977278,583.5652844983136,565.6078774636981,564.9142115665356,539.1407736290187,530.0010855130959,556.3191522542888,In-sample
499.91397584455507,528.9783009591513,531.9143653450383,546.2806214335037,523.9551957909531,557.9716691868846,568.1386579797286,546.2073241246462,542.8241265518274,569.0511054460472,551.5072924689332,554.6965345558966,532.7514256573472,558.3593148610811,593.0266658647464,572.9039679948319,571.7525453045565,546.0437743793055,533.725462575719,564.1116629602532,583.6816221210406,560.7852248638682,529.1099303368111,556.1572143415893,585.243262109969,593.9798446539103,594.9988468801482,584.2428169323421,564.1022296764806,546.2989624873954,516.454379612173,521.1225608946532,536.6424171685877,567.9960578816009,537.0160431278458,526.2781126410196,528.601079095031,548.1039571796958,568.7833460825087,551.6352953419522,525.1230202300412,530.4191962437659,520.9976212975607,505.4231293838777,525.9658100360464,528.3904442309793,507.03781176033976,485.7302951919071,508.62573104442936,521.7820108966664,514.6476857021465,516.4898395527894,490.4628233824877,493.9405006712629,467.0979131546457,457.12718448594774,448.62156982547253,447.45711246048205,455.81397424964877,423.0532684302654,In-sample
578.493225569043,555.8226410889467,527.6629192089696,500.7165287344785,504.71212132059225,521.0676948706194,556.0331363760338,523.6852696666074,553.7652123470715,553.7911789775895,522.5419513466115,541.7847120481194,563.6983746284736,537.4387126678874,510.87501329586695,504.5565052546431,469.57720442695586,449.8382891077476,462.8385140133194,446.48645208847995,433.56028767118346,454.65379010269845,461.68027047742083,476.96905402757295,464.1839420690428,454.7675521715175,426.21279722780423,427.8423566658545,413.5322092158538,425.0092928056064,416.2021551221246,449.7938085688294,464.178956703531,474.0967761772132,478.2334617626161,470.8685263967011,493.89744256588546,495.5927934010782,461.41651744139216,430.6296222469435,421.47583328507966,396.6597926794138,365.12866989522684,338.4996430316974,325.5817920597522,294.3307071010635,304.8302593123729,334.70221677370483,344.34411731667046,312.9200115581122,335.44460636876704,359.98663999855614,392.0450648751005,407.8327153079451,404.5877909728072,400.01505267083417,378.0025988261721,385.8851691729977,415.54106197805277,417.94166468278905,In-sample
